epoch;accuracy;loss;val_accuracy;val_loss
27;0.732285737991333;0.5301647186279297;0.6919999718666077;0.9146088361740112
28;0.7340357303619385;0.528473973274231;0.718999981880188;0.6925017833709717
29;0.742892861366272;0.5151964426040649;0.7319999933242798;0.90402752161026
30;0.7426785826683044;0.5113069415092468;0.7319999933242798;0.820249080657959
31;0.7491428852081299;0.5072088241577148;0.7325000166893005;0.7303014993667603
32;0.7496071457862854;0.5063112378120422;0.7055000066757202;0.9639630317687988
33;0.7527142763137817;0.496623694896698;0.7379999756813049;0.824737012386322
34;0.7608571648597717;0.49137163162231445;0.7315000295639038;0.7330930829048157
35;0.7617856860160828;0.4895402789115906;0.6759999990463257;2.012385368347168
36;0.7619642615318298;0.48795032501220703;0.7565000057220459;0.6990422010421753
37;0.7669642567634583;0.4826143682003021;0.7549999952316284;0.6098504662513733
38;0.7676428556442261;0.4794703423976898;0.7620000243186951;0.5961150527000427
39;0.7710000276565552;0.4741836488246918;0.7254999876022339;0.7046967148780823
40;0.7728214263916016;0.47329816222190857;0.7505000233650208;0.7865152359008789
41;0.7762143015861511;0.4667520523071289;0.7429999709129333;0.737405002117157
42;0.7788571715354919;0.4670987129211426;0.7664999961853027;0.5817458629608154
43;0.7843571305274963;0.46011611819267273;0.7699999809265137;0.7165483832359314
44;0.7813571691513062;0.4605341851711273;0.7200000286102295;0.8155509233474731
45;0.7831785678863525;0.45873013138771057;0.7630000114440918;0.8285416960716248
46;0.786642849445343;0.45354437828063965;0.7570000290870667;0.8261358737945557
47;0.78467857837677;0.4536742568016052;0.777999997138977;0.6933001279830933
48;0.788428544998169;0.4489472508430481;0.777999997138977;0.6402403712272644
49;0.7889285683631897;0.448515385389328;0.7434999942779541;0.7255211472511292
50;0.7891785502433777;0.44583213329315186;0.7695000171661377;0.7940773367881775
51;0.7913928627967834;0.44465509057044983;0.7714999914169312;0.7127441167831421
52;0.7926785945892334;0.4454387128353119;0.7615000009536743;0.8245000839233398
53;0.7966071367263794;0.4402572214603424;0.7960000038146973;0.8677007555961609
54;0.7971428632736206;0.4388964772224426;0.7605000138282776;0.9439811110496521
55;0.7971071600914001;0.4398077130317688;0.7735000252723694;0.6926957964897156
56;0.8017500042915344;0.43532896041870117;0.7674999833106995;0.9094484448432922
57;0.800428569316864;0.437257319688797;0.765999972820282;0.7780019044876099
58;0.8015000224113464;0.4330446422100067;0.7695000171661377;0.9600098133087158
59;0.8020714521408081;0.4328513741493225;0.753000020980835;0.7527018785476685
60;0.8063571453094482;0.4260123372077942;0.7574999928474426;0.9354142546653748
61;0.80778568983078;0.4270504117012024;0.7580000162124634;0.8033630847930908
62;0.8095714449882507;0.42346128821372986;0.7820000052452087;0.688942015171051
63;0.806857168674469;0.4230761229991913;0.7720000147819519;0.9225316643714905
64;0.8103214502334595;0.4196220338344574;0.7774999737739563;0.8602195382118225
65;0.8108571171760559;0.41931477189064026;0.7615000009536743;1.085112452507019
66;0.8103214502334595;0.41954171657562256;0.7465000152587891;1.0687894821166992
67;0.81121426820755;0.41863584518432617;0.7760000228881836;1.1371723413467407
68;0.8103571534156799;0.4169900119304657;0.7829999923706055;0.8858270049095154
69;0.8117856979370117;0.41626760363578796;0.7749999761581421;1.590544581413269
70;0.8168571591377258;0.410740464925766;0.7555000185966492;1.5348457098007202
71;0.8133928775787354;0.41296568512916565;0.7490000128746033;1.5814764499664307
72;0.8150357007980347;0.4099595844745636;0.765999972820282;1.0731207132339478
73;0.8139285445213318;0.410910427570343;0.7250000238418579;0.976656973361969
74;0.8193928599357605;0.40483397245407104;0.7509999871253967;1.268379807472229
75;0.81721431016922;0.4095911681652069;0.7850000262260437;0.9973646402359009
76;0.8204643130302429;0.4062572121620178;0.7749999761581421;1.0816047191619873
77;0.8187500238418579;0.40557730197906494;0.7670000195503235;0.9141603112220764
78;0.8199999928474426;0.4063573479652405;0.7935000061988831;0.8533185720443726
79;0.8229643106460571;0.40294861793518066;0.7294999957084656;1.953603982925415
80;0.8224642872810364;0.40195944905281067;0.781499981880188;1.6672625541687012
81;0.8233571648597717;0.40017983317375183;0.7929999828338623;0.8058664798736572
82;0.8211071491241455;0.4010438621044159;0.7879999876022339;1.0135914087295532
83;0.8233571648597717;0.39939141273498535;0.7820000052452087;0.8201134204864502
84;0.8252500295639038;0.3989538252353668;0.7870000004768372;1.4871479272842407
85;0.8242142796516418;0.3998841345310211;0.7714999914169312;1.0855333805084229
86;0.8271785974502563;0.39620402455329895;0.7804999947547913;1.320272445678711
87;0.8242856860160828;0.39623528718948364;0.7850000262260437;0.721216082572937
88;0.8281785845756531;0.3933015465736389;0.796500027179718;0.9629778861999512
89;0.8273928761482239;0.38989561796188354;0.715499997138977;1.1504809856414795
90;0.8271071314811707;0.3951815962791443;0.7870000004768372;0.6958144307136536
91;0.830214262008667;0.38786616921424866;0.6855000257492065;3.213322639465332
92;0.8276428580284119;0.39330223202705383;0.7804999947547913;1.4052315950393677
93;0.8308214545249939;0.3891594707965851;0.7799999713897705;0.9718974232673645
94;0.8324285745620728;0.38580378890037537;0.7835000157356262;0.9730045795440674
95;0.8322499990463257;0.38506340980529785;0.7950000166893005;1.3451279401779175
96;0.8328214287757874;0.38682934641838074;0.7720000147819519;1.267565131187439
97;0.8310714364051819;0.38758206367492676;0.7910000085830688;1.3910584449768066
98;0.8306785821914673;0.386555939912796;0.7900000214576721;1.4117969274520874
99;0.8325357437133789;0.3830864131450653;0.7950000166893005;1.1150377988815308
100;0.8320357203483582;0.38433638215065;0.7630000114440918;2.3845717906951904
101;0.8348214030265808;0.3827038109302521;0.7910000085830688;1.1595622301101685
102;0.8337857127189636;0.3818919360637665;0.8004999756813049;0.9255850911140442
103;0.8361071348190308;0.3814634084701538;0.7889999747276306;1.0094290971755981
104;0.8345357179641724;0.38182178139686584;0.796500027179718;1.4443837404251099
105;0.8372856974601746;0.37985461950302124;0.7689999938011169;1.608700156211853
106;0.8371071219444275;0.3753219246864319;0.7820000052452087;1.3152635097503662
107;0.8358214497566223;0.37809038162231445;0.7649999856948853;1.6953777074813843
108;0.8347499966621399;0.378246545791626;0.7730000019073486;1.613431692123413
109;0.8371428847312927;0.37689778208732605;0.75;1.0992759466171265
110;0.8396071195602417;0.375857412815094;0.7864999771118164;2.1443419456481934
111;0.8401428461074829;0.37413519620895386;0.75;1.4072686433792114
112;0.8370000123977661;0.37741994857788086;0.7570000290870667;2.143394947052002
113;0.8362857103347778;0.37588855624198914;0.7994999885559082;1.8712613582611084
114;0.8391428589820862;0.37395256757736206;0.7954999804496765;1.0254732370376587
115;0.8395357131958008;0.37148523330688477;0.7864999771118164;1.20063054561615
116;0.8390714526176453;0.3752077519893646;0.7864999771118164;1.884212613105774
117;0.8424285650253296;0.36932477355003357;0.7300000190734863;1.9815049171447754
118;0.8392500281333923;0.37464356422424316;0.8134999871253967;1.695611834526062
119;0.841785728931427;0.3702538311481476;0.7494999766349792;1.948813796043396
120;0.8431071639060974;0.36886537075042725;0.7684999704360962;2.4732470512390137
121;0.8455356955528259;0.3667019307613373;0.7825000286102295;1.4351928234100342
122;0.8442500233650208;0.36564815044403076;0.7515000104904175;2.1179983615875244
123;0.8418928384780884;0.36960598826408386;0.7879999876022339;1.1478596925735474
124;0.8438571691513062;0.36625736951828003;0.7914999723434448;0.92951500415802
125;0.84503573179245;0.3646766245365143;0.8119999766349792;1.1655131578445435
126;0.8434285521507263;0.365359902381897;0.7829999923706055;2.65456223487854
127;0.8436071276664734;0.3622901141643524;0.800000011920929;2.016517400741577
128;0.8458928465843201;0.3637763261795044;0.7875000238418579;1.7666586637496948
129;0.8453214168548584;0.3639673888683319;0.7889999747276306;1.9846678972244263
130;0.8448214530944824;0.3639708161354065;0.7960000038146973;2.246471405029297
131;0.8492500185966492;0.3603488802909851;0.7875000238418579;2.4814186096191406
132;0.8478571176528931;0.3604690432548523;0.7699999809265137;1.6492363214492798
133;0.8472142815589905;0.3623167872428894;0.8125;1.4026849269866943
134;0.8490714430809021;0.35961949825286865;0.7870000004768372;1.989664077758789
135;0.8485000133514404;0.358169823884964;0.8015000224113464;1.4860621690750122
136;0.8456071615219116;0.36133578419685364;0.7749999761581421;1.661896824836731
137;0.8454999923706055;0.36162689328193665;0.737500011920929;2.6764485836029053
138;0.8503214120864868;0.3551332950592041;0.7684999704360962;1.4851670265197754
139;0.8494642972946167;0.35744211077690125;0.7540000081062317;1.2801331281661987
140;0.8492857217788696;0.35897359251976013;0.8004999756813049;1.2851725816726685
141;0.8507500290870667;0.3587775230407715;0.7979999780654907;1.8662049770355225
142;0.8510357141494751;0.35829782485961914;0.7860000133514404;1.742124080657959
143;0.8509643077850342;0.356277197599411;0.7245000004768372;2.041280746459961
144;0.851107120513916;0.35489705204963684;0.7829999923706055;2.118039846420288
145;0.8478571176528931;0.36031290888786316;0.7820000052452087;1.0353437662124634
146;0.8521785736083984;0.3537173867225647;0.7720000147819519;1.8825387954711914
147;0.8514642715454102;0.3537718951702118;0.7954999804496765;0.9767348766326904
148;0.8516071438789368;0.3534185588359833;0.7695000171661377;3.202517032623291
149;0.8535714149475098;0.35253575444221497;0.7860000133514404;2.0017313957214355
150;0.8691071271896362;0.3210689425468445;0.8134999871253967;1.2513501644134521
151;0.8734999895095825;0.31165578961372375;0.815500020980835;2.0039496421813965
152;0.8761071562767029;0.30601629614830017;0.8080000281333923;1.6178321838378906
153;0.878178596496582;0.3036041855812073;0.8080000281333923;1.922744870185852
154;0.8792856931686401;0.2999866008758545;0.8054999709129333;2.7507219314575195
155;0.8813571333885193;0.2955480217933655;0.8209999799728394;1.6887800693511963
156;0.8821428418159485;0.2961026430130005;0.8169999718666077;1.5744363069534302
157;0.8812500238418579;0.29775798320770264;0.8034999966621399;2.0271079540252686
158;0.8815000057220459;0.29426372051239014;0.8184999823570251;2.003859043121338
159;0.881928563117981;0.29395005106925964;0.8190000057220459;2.0667200088500977
160;0.8830000162124634;0.2932048738002777;0.8274999856948853;2.3083014488220215
161;0.881678581237793;0.29572594165802;0.8224999904632568;2.3384644985198975
162;0.883571445941925;0.29197371006011963;0.7975000143051147;2.365476369857788
163;0.884071409702301;0.2906189262866974;0.8224999904632568;1.7419421672821045
164;0.8840000033378601;0.28978225588798523;0.8144999742507935;2.946780204772949
165;0.8824642896652222;0.2899051308631897;0.815500020980835;2.3424439430236816
166;0.8843928575515747;0.28612878918647766;0.8180000185966492;2.352001905441284
167;0.8833571672439575;0.2906568646430969;0.8195000290870667;2.7810182571411133
168;0.8866428732872009;0.2856319546699524;0.8245000243186951;2.3296639919281006
169;0.8868928551673889;0.2853924036026001;0.8115000128746033;3.3452699184417725
170;0.8857142925262451;0.2860049903392792;0.8180000185966492;2.694535493850708
171;0.8857142925262451;0.284728467464447;0.8224999904632568;1.7609935998916626
172;0.8849642872810364;0.2855322062969208;0.8195000290870667;2.435065746307373
173;0.8853928446769714;0.284872829914093;0.8134999871253967;1.893168568611145
174;0.887321412563324;0.2823496460914612;0.8224999904632568;2.0369107723236084
175;0.8862500190734863;0.2849651277065277;0.8134999871253967;4.869499683380127
176;0.8848214149475098;0.2835861146450043;0.8174999952316284;1.9461911916732788
177;0.8881785869598389;0.2832046449184418;0.8309999704360962;1.8274235725402832
178;0.8884642720222473;0.28017038106918335;0.8159999847412109;2.646759271621704
179;0.8891428709030151;0.28061601519584656;0.8190000057220459;2.7002148628234863
180;0.8883213996887207;0.2804756760597229;0.8159999847412109;2.3037283420562744
181;0.8879285454750061;0.2803226709365845;0.8100000023841858;2.161017656326294
182;0.8874285817146301;0.2794269621372223;0.8324999809265137;1.7619589567184448
183;0.8878928422927856;0.27754420042037964;0.8305000066757202;2.211660861968994
184;0.8870357275009155;0.2806187868118286;0.8119999766349792;3.441192150115967
185;0.8882856965065002;0.27782848477363586;0.8090000152587891;2.527858018875122
186;0.889035701751709;0.27757570147514343;0.8220000267028809;1.999934434890747
187;0.8900356888771057;0.2772560119628906;0.8234999775886536;2.0635969638824463
188;0.8916071653366089;0.27216750383377075;0.8240000009536743;2.151583671569824
189;0.889464259147644;0.27626535296440125;0.8314999938011169;1.5844383239746094
190;0.8906071186065674;0.2744736671447754;0.815500020980835;2.6042838096618652
191;0.8898928761482239;0.2756859362125397;0.8134999871253967;3.320700168609619
192;0.8897857069969177;0.27442270517349243;0.8299999833106995;1.75376558303833
193;0.8906428813934326;0.2753461003303528;0.815500020980835;2.846665143966675
194;0.8911428451538086;0.27506718039512634;0.8270000219345093;1.5918234586715698
195;0.8920714259147644;0.27310997247695923;0.8149999976158142;2.0004076957702637
196;0.8893928527832031;0.27396509051322937;0.8169999718666077;2.706620216369629
197;0.8887500166893005;0.27452677488327026;0.8274999856948853;2.033900022506714
198;0.8889642953872681;0.2752607762813568;0.8215000033378601;2.566004753112793
199;0.8899285793304443;0.27333107590675354;0.8245000243186951;1.8898276090621948
